video_id,comment_id,comment_text,comment_author,comment_date,comment_like_count,parent_comment_id
LjIaeJH57-Q,UgxvUebhR_nfTfaidM94AaABAg,nato usa done unforgivable keep arming conflict giving false hope victory ukrain egg keep sending people slaughtered pure evilthey could even defeat taliban fighter period years evidence stand chance russia western world gone mad using countries platform press forward ur agenda inhumanethe days immoral corrupt countries empire fallen advice fellow humans prepare worst major calamity way soon,Iky,2023-04-28T15:33:39Z,1,
LjIaeJH57-Q,Ugw5B142ajHkyhIHryB4AaABAg,dont want see ukraine nato member ever want nato membership championed countriies,Md. Rafi Sarker,2023-04-28T13:34:56Z,0,
LjIaeJH57-Q,UgxuF-piAoP1nwYqYUF4AaABAg,ww starting september nice knowing ye,John Mulcahy,2023-04-28T12:52:49Z,0,
LjIaeJH57-Q,UgwgQnBz5F7kt_wf3ih4AaABAg,never happen europeans dreams,Epic traveller,2023-04-28T12:17:49Z,0,
LjIaeJH57-Q,UgzuTQJfulgxrHWssTt4AaABAg,much time decided ukraine must member nato long time ago need prepared full war russia something want see every day beyond control really running options end war option,Dragos Alin Cseplo,2023-04-28T08:35:44Z,0,
LjIaeJH57-Q,UgyPuLUQJetnOeDA-wh4AaABAg,eu cucks cause another world war guaranteed let ukraine nato,REFLEX,2023-04-28T03:25:42Z,0,
LjIaeJH57-Q,UgyPYRNRbn_WtfuVhm14AaABAg,join nato get hard hats ready,madsikheadnogud mp,2023-04-28T03:05:15Z,0,
LjIaeJH57-Q,UgyfSY6VQmXY3kLWWMt4AaABAg,lol russia might finaly get delt,Adam mayall,2023-04-28T00:14:19Z,0,
LjIaeJH57-Q,UgzT5zbhwQQBOhXDCXt4AaABAg,well gg guys ukraine joins end world,DSRReacts,2023-04-27T20:24:01Z,0,
WIo5KDG319o,UgybBWNlfiriy_WMbYB4AaABAg,nato iraq defensive,matt ayele,2023-03-27T11:41:10Z,0,
WIo5KDG319o,Ugz19RaSOYSVNJ5ikwh4AaABAg,failed explain properly russia afriad nato expansion threat defensive alliance pose,Fiskedunser,2023-03-18T19:59:17Z,0,
WIo5KDG319o,Ugz19RaSOYSVNJ5ikwh4AaABAg.9nPqrsfX1Ga9nqr_OMq-iL,nato threat nato excuse putin simply wants ukraine putin knows invade nato neighbours ukraine nato utin would invaded,Frida Kahlo,2023-03-29T17:04:14Z,0,Ugz19RaSOYSVNJ5ikwh4AaABAg
WIo5KDG319o,UgwGNVDxCgE_6D_CVvh4AaABAg,oh yea lets expand army defence haha imagine russia expanded montreal toronto bet usa would issue,Xavier Pierre,2023-03-05T13:50:41Z,1,
WIo5KDG319o,UgwGNVDxCgE_6D_CVvh4AaABAg.9msiLnJ1G9x9oHLfsZVaNT,canada allows us keeps taking land problem canada allied us active partner analogy fails,Dogey89,2023-04-09T09:15:30Z,0,UgwGNVDxCgE_6D_CVvh4AaABAg
WIo5KDG319o,UgwGNVDxCgE_6D_CVvh4AaABAg.9msiLnJ1G9x9nqrioHujb8,stop whataboutism putin wants ukraine nato never invaded russia russia loves invading neighbours much easier nato protection,Frida Kahlo,2023-03-29T17:05:31Z,0,UgwGNVDxCgE_6D_CVvh4AaABAg
WIo5KDG319o,UgwgX1cSirK5tNfRl6x4AaABAg,mrputinrussia right defence peoples land,Xspada,2023-02-27T07:59:39Z,0,
WIo5KDG319o,UgwgX1cSirK5tNfRl6x4AaABAg.9mcdPOrh1iq9nqrqdu3aZb,anyone invade russia russia invading neighbours centuries nato excuse putin wants ukraine nato never invaded russia ukraine even nato,Frida Kahlo,2023-03-29T17:06:35Z,0,UgwgX1cSirK5tNfRl6x4AaABAg
WIo5KDG319o,UgwgX1cSirK5tNfRl6x4AaABAg.9mcdPOrh1iq9nMAdybGWr-,treath putin awarded prize natos salesman decade thats achieved special military operation reason fair share former warsaw pact countries neutral countries felt feel bit uneasy regard security vs russia anyhow hope russian peoples sake mad vlad left enough somewhat decent parts russian military east instead wasting west nato claims invasion threath russian homeland zero china large claims interests eastern russia including vladivostok named hashenwei chinese,No Name,2023-03-17T09:43:55Z,1,UgwgX1cSirK5tNfRl6x4AaABAg
WIo5KDG319o,Ugyu2yjolSGVyp0WafZ4AaABAg,social distancing lol,Eddie E,2023-02-24T13:12:24Z,1,
WIo5KDG319o,Ugx93vu2QSm-q7apqyJ4AaABAg,nothing promises made pertaining nato expansion nobody wants missiles border,Mr Dill,2023-02-21T16:20:36Z,0,
WIo5KDG319o,UgwvxQ26WN2UwRrPqt94AaABAg,microsoft traced hackers russia turkey trying sabotage,Christopher Christian VanLang,2023-02-20T08:21:31Z,0,
WIo5KDG319o,UgxImcn8iKovSrPk-2N4AaABAg,happens countries join brics,Gana Edage,2023-02-10T09:59:55Z,0,
WIo5KDG319o,UgxJnIwHn2uER-B_ttR4AaABAg,correction russia scared nato,Gana Edage,2023-02-10T09:57:25Z,0,
WIo5KDG319o,UgxJnIwHn2uER-B_ttR4AaABAg.9lx4NDUCkIF9nqsN9J-9l_,russia uses nato excuse invade annex ukraine putin simply loves annexing,Frida Kahlo,2023-03-29T17:11:10Z,0,UgxJnIwHn2uER-B_ttR4AaABAg
WIo5KDG319o,Ugybobg7ctHZvXGcALN4AaABAg,russia scared nato,Gana Edage,2023-02-10T09:56:27Z,0,
WIo5KDG319o,UgyVQJ3iZLdEDYreQIN4AaABAg,russia live forever ukraine become russia get rid cesspool moral decay flooding world flooding europa,Alexander Wolfgang,2022-12-23T15:11:43Z,1,
WIo5KDG319o,UgyQmvzKvcuZucaFmpp4AaABAg,nato dont expand accept free independant countries improve security say nato expand like saying homosexuals expanding without compareson,Stig Petersen,2022-12-21T21:34:38Z,1,
WIo5KDG319o,UgynjMwz_M5oF8rcK4J4AaABAg,putins fear nato expansion smoke screen justify aggressive actions towards neighboring countries ukraine neutral russia annexed crimea started war donbas,Volodymyr Drobot,2022-11-30T13:38:51Z,1,
WIo5KDG319o,UgwXeqdbq_d-v0jw0Ft4AaABAg,ill crap countries looking protection russia,Wonder Nine,2022-11-06T03:32:31Z,1,
WIo5KDG319o,UgyUUgT6AGGGSOp3G2Z4AaABAg,fjb fk nato fk ukraine,Geeman Mann,2022-10-27T08:35:56Z,0,
WIo5KDG319o,UgyEzODLd3xgcOiuCAJ4AaABAg,zip contest,Jillian Burton,2022-10-19T20:58:41Z,0,
WIo5KDG319o,UgwyQ0eHbRFct5Ys5Dh4AaABAg,defensive httpsenwikipediaorgwikilist_of_nato_operations,Arun Prakash Kumara Krishnan,2022-10-16T03:33:12Z,0,
WIo5KDG319o,UgxV1ctK3mheu99eF254AaABAg,goal american government global corporations expend empty space planet clear first american genius learnt mistakes hitlers lebensraum decided exterminate slavs hands difference russians ukrainians belarusians tatars eyes corporations people occupying valuable land removed matter vining long killing,Dinara P,2022-10-12T14:38:36Z,0,
WIo5KDG319o,Ugz6aP0R_-1KBWdTwgB4AaABAg,putin fear nato expansion doesnt like want happen cant stand freedom democracy pretext false justification,Mark Chaplin,2022-10-07T03:33:16Z,2,
WIo5KDG319o,Ugz369WYwt9oMs3qA2J4AaABAg,nato expansion propagandistic misnomer alliance voluntary good reasons exist therefore legitimate cooperation sovereign states word expansion implies imperialism falsely everyone sphere influence puppet dancing tune therefore hes convinced entire world ruled us paranoid cretinous silovik weasel cant fathom people voluntarily working together,Ignas,2022-10-02T16:38:16Z,1,
1sc6ycvbN-w,UgyKPS2m9W3RChxfsBN4AaABAg,ukraine already destroyed send tanks blow tax money west,Teksoo 1337,2023-02-01T10:13:13Z,1,
1sc6ycvbN-w,UgxMdrHHquIHultgKQB4AaABAg,pathetic lies fake panic voice,Nicolae Coretchi,2023-01-31T22:53:31Z,0,
1sc6ycvbN-w,Ugz_orf2uDSh0G8Go7F4AaABAg,putin rebelesen russia serbia,baba bablok,2023-01-31T09:17:06Z,0,
1sc6ycvbN-w,Ugzr0ZBRG_c9sYkE7Wp4AaABAg,page mad man wants take us ww ok,Alan,2023-01-31T02:39:38Z,0,
1sc6ycvbN-w,Ugzj2d3gD__pW0Ck6QF4AaABAg,quoted belgium agriculture magazine third ukrainian agricultural land belongs american multinationals second third belongs eu owners third belongs ukrainian peasants us european predation began take farm lands long,Lou Smith,2023-01-31T02:10:03Z,1,
1sc6ycvbN-w,UgzR3I9WMUyewCfwcNt4AaABAg,hmmm must nuclear bunker family wanna win even peasants like us die nuclear armageddon,Sam Miller,2023-01-30T23:22:52Z,1,
1sc6ycvbN-w,UgwRc6SvPnn4eRbQQUZ4AaABAg,psychopath,Rob Shepherd,2023-01-30T21:11:53Z,2,
1sc6ycvbN-w,Ugxou7irPJWd6gfNISx4AaABAg,war mongers servant usa,Lucky Inetianbor,2023-01-30T20:55:17Z,2,
1sc6ycvbN-w,Ugz8D2ymY5-WmfbkmdJ4AaABAg,funny thing nato wage wars many times act like good people huh rather die everyone nuclear disaster living society nato could kill anyone hate anytime,mặckệđờitchơigame,2023-01-30T15:24:08Z,1,
1sc6ycvbN-w,UgzV_XK8Bdt2f0N1s_B4AaABAg,ukrainians ethnic cleansing hungarian population trans carpathia territory belonging years ukraine collecting hungarian men sending fight russians get slaughtered stop,Agnes Szi,2023-01-30T13:42:23Z,1,
1sc6ycvbN-w,UgwzfDhy6LLLVA-it4V4AaABAg,usa started war,oldschool trucker,2023-01-30T13:04:42Z,2,
1sc6ycvbN-w,UgxzKzCheIhrHP5xdWV4AaABAg,sky news expecting quick war attritional war,Michael Mulligan,2023-01-30T10:20:35Z,1,
1sc6ycvbN-w,UgyjyGUQNfHmtfUTjyJ4AaABAg,nato desperate nato never win,The Ministry of Decolonization,2023-01-30T04:48:37Z,2,
1sc6ycvbN-w,UgzfhJsRFPcVfePhiD14AaABAg,look nato jens tanks going win war ukraine facing enemy care troops tell ye something west u cant win army like regard anyone thing plus nato ready war russia stomach take heavy losses natos army,Philip Dooley,2023-01-29T23:38:58Z,0,
1sc6ycvbN-w,UgxSmG6bS1Dw9ymY4_14AaABAg,bull man,Pat n Cox,2023-01-29T22:35:49Z,0,
1sc6ycvbN-w,UgznuShy4sSYekzFw7x4AaABAg,smoke mirrors putin already moved beyond news continues talk tanks addressing really happening,Brian Crawford,2023-01-29T22:21:27Z,1,
1sc6ycvbN-w,UgyUi0bxoUJrqZV-ToN4AaABAg,nato countries allies talking cock story order nato countries allies declare ww nuclear power missiles russia people country ukraine country nato countries allies commitment u talk,khong vincent,2023-01-29T13:53:07Z,2,
1sc6ycvbN-w,Ugw0NU747W0BXTZVfhl4AaABAg,nato wanted war using ukraine proxy wake fk,dominic,2023-01-29T11:29:27Z,0,
1sc6ycvbN-w,UgxNjfBKnDwKgd2j80B4AaABAg,nato grow set balls defend ukraine assertively,FuriousLing,2023-01-29T11:16:00Z,0,
1sc6ycvbN-w,Ugz-wzZIBY091C-epRh4AaABAg,look atand read eyes,Ken Hillary,2023-01-29T09:35:25Z,1,
1pv3HQFn16s,UgzXsQevgsegCxdrpnh4AaABAg,case putin underestimating ukraine rather us nato underestimating russias determination willingness pay much higher price victory usa nato,Ananda Wijesinghe,2023-04-29T06:54:14Z,2,
1pv3HQFn16s,UgzF3MpxFaryVpIPKUl4AaABAg,bull,Gabe T,2023-04-28T20:50:26Z,0,
1pv3HQFn16s,UgwDCi6Qd6K9bu0I_EZ4AaABAg,fellowhasadifficult time speak crib notes,roger boynton,2023-04-27T19:55:11Z,0,
1pv3HQFn16s,UgyPC7lI05Q3oRPTmOd4AaABAg,biden admin habit twisting reality actually opposite blooy monk,Ashley Silver,2023-04-27T05:50:54Z,0,
1pv3HQFn16s,Ugy_MsWSJM2xbuTB51t4AaABAg,russian dictator victim propaganda,Karl Wedin,2023-04-26T13:38:55Z,0,
1pv3HQFn16s,UgzfBifaa7pWcTk9UUR4AaABAg,telling us obvious,Just Me,2023-04-26T12:29:52Z,0,
1pv3HQFn16s,Ugwl1ugXIiOyiVMFeYV4AaABAg,nice jovial man,Oso Osaokoh,2023-04-26T09:44:18Z,0,
1pv3HQFn16s,UgzHHlfhrYQLEhPqTCp4AaABAg,biden underestimated russia,Tom Ellman,2023-04-26T09:13:12Z,0,
1pv3HQFn16s,Ugwg9KGs5GldVyNIWG54AaABAg,nato enlargement started long putins war austin apparently thinks cause come effect,Tom Ellman,2023-04-26T09:12:12Z,0,
1pv3HQFn16s,UgzbpjCV0OzIJgKaw1p4AaABAg,ukraine didnt want go back ex domestic abuse,Ivor Hardy,2023-04-26T05:07:43Z,0,
1pv3HQFn16s,Ugx_jqdLDYZVpgfzSRZ4AaABAg,lloyd austin another glorified desk boy actual combat experience,Musicians of war.,2023-04-26T03:23:17Z,0,
1pv3HQFn16s,Ugyl6wlJH6NaMY9kpdl4AaABAg,nato enlargement result cause putins war quote report,S,2023-04-25T17:40:30Z,1,
1pv3HQFn16s,Ugwz6Kw1lpn8enn2H254AaABAg,americans dont support ukraine take poll wait election,Rick Gerson,2023-04-25T16:36:57Z,0,
1pv3HQFn16s,Ugw7ow8oeESuCAHPLIh4AaABAg,maybe fascists dint get support rendering ukiraine opposite possible positive result ukriane ukraine seems getting exact opposite possible suooort crushed pieces battle recovered zero territory,George Nzioki,2023-04-25T16:34:34Z,0,
1pv3HQFn16s,Ugx3ltR-pGCHdI0IBDh4AaABAg,nato expanded result invasion pp repelking fascist expansion,George Nzioki,2023-04-25T16:31:08Z,0,
1pv3HQFn16s,Ugyg575zVt8d0G9TRRF4AaABAg,nato doesnt bomb countries membership nations apply nato membership theyre afraid putin,Gary Maxwellian,2023-04-25T12:39:56Z,0,
1pv3HQFn16s,UgwMoLDSPGmB7SBgajp4AaABAg,scripted lies engineered warmongers dont mind business everyone elses,Millenium Falcon,2023-04-25T08:29:01Z,0,
1pv3HQFn16s,UgzcCJ-X9eWXkN3AlYZ4AaABAg,real self evident putin overestimated ukraine thinking nobody could possibly stupid fight remain europes poorest nation already eight years maidans empty promise,Minerva Owl,2023-04-25T05:54:34Z,0,
1pv3HQFn16s,UgwySy37gcDVgU0oHKt4AaABAg,like globalists underestimsted russia vast scale,Operator 9,2023-04-25T02:59:29Z,0,
1pv3HQFn16s,UgyuU9L8CuhApezuewp4AaABAg,confident necessary tools training ukrainian forces able withstand aggression,DavidSmith,2023-04-24T22:12:22Z,0,
1pv3HQFn16s,UgyuU9L8CuhApezuewp4AaABAg.9ouMVwAxlaX9ousHWIN6GJ,yes looking test scores american people test bottom confidence top isnt,Operator 9,2023-04-25T02:58:45Z,0,UgyuU9L8CuhApezuewp4AaABAg
s_PI3CBzFmA,UgwjMVA9jblrwu86o4p4AaABAg,help needy ukraine,Charles Padamada,2023-04-23T12:52:48Z,0,
s_PI3CBzFmA,UgyByvM0wpf4QlIWVJF4AaABAg,russland wird nicht aufgebeneinesupermacht wird bis zum sieg kämpfen,Kurt Walther,2023-04-23T11:42:00Z,0,
s_PI3CBzFmA,Ugww1AIIXM29w3l5tIp4AaABAg,proxy war proxy war crime gentlemen,prince yustitia,2023-04-23T08:03:34Z,0,
s_PI3CBzFmA,UgxWjOvMgS6gHH8_MM54AaABAg,nato war,Haroun Samadi,2023-04-22T20:37:58Z,0,
s_PI3CBzFmA,UgyjqxqWTF6wLZwTDdh4AaABAg,uaf lost bakhmut lost lost bad nato puppetlenskyy choice negotiate escalate,We_Waz_Kangz🇷🇺,2023-04-22T18:17:25Z,1,
s_PI3CBzFmA,UgzDjQO64Y33dZ-gRfB4AaABAg,many times old man made promises wife,Hilltop Integrated Farm,2023-04-22T14:33:03Z,0,
s_PI3CBzFmA,UgzwfqUCHRmSkyY79WF4AaABAg,biden puppet,bob jack,2023-04-21T23:53:50Z,0,
s_PI3CBzFmA,UgzZBepiBL5DkR1ebx14AaABAg,ive worked peace talks negotiation play nato intention allowing ukraine nato jeez weve certainly run strategists real generals west,Uplift Mind,2023-04-21T21:04:22Z,0,
s_PI3CBzFmA,UgwggbAaFU-kvlqwSoR4AaABAg,sure visit important ukrainians victory,Orval Prosacco,2023-04-21T21:03:14Z,0,
s_PI3CBzFmA,UgwggbAaFU-kvlqwSoR4AaABAg.9omWCxmSZtH9oon783nIb7,bot,We_Waz_Kangz🇷🇺,2023-04-22T18:18:12Z,1,UgwggbAaFU-kvlqwSoR4AaABAg
s_PI3CBzFmA,UgwStxWCwsfr4_74GRh4AaABAg,glad many countries united putins regime actively helping ukraine sure strong support win,Anh Conroy,2023-04-21T20:37:13Z,0,
s_PI3CBzFmA,UgwStxWCwsfr4_74GRh4AaABAg.9omTEMc9KE19oon9BvNsk6,bot much,We_Waz_Kangz🇷🇺,2023-04-22T18:18:29Z,1,UgwStxWCwsfr4_74GRh4AaABAg
s_PI3CBzFmA,Ugxmu_5pg5lykxlTRM54AaABAg,stoltenbergs visit kiev first war clearly symbolic want see ukraine nato also thanks nato support ukraine successfully defend allow russian orcs advance much less closer nato countries,Britt Crona,2023-04-21T19:24:29Z,1,
s_PI3CBzFmA,Ugxmu_5pg5lykxlTRM54AaABAg.9omKufAdwls9omLbd-xQm0,important ukraine given much support possible war quick victory war,Bruce Miller,2023-04-21T19:30:37Z,1,Ugxmu_5pg5lykxlTRM54AaABAg
s_PI3CBzFmA,Ugxmu_5pg5lykxlTRM54AaABAg.9omKufAdwls9omL_D6mpG8,everything goes fact ukraine nato,Bruce Miller,2023-04-21T19:30:17Z,1,Ugxmu_5pg5lykxlTRM54AaABAg
s_PI3CBzFmA,Ugz5HCM1T7-9S8KxwuR4AaABAg,head nato shows whole world ukraines side,Bruce Miller,2023-04-21T19:19:38Z,3,
s_PI3CBzFmA,Ugz5HCM1T7-9S8KxwuR4AaABAg.9omKM6oFS_v9omV4VgTgpa,nato right thing thank helping ukraine even despite russias nuclear threats fact ukraine fall helped prevent world war iii,Britt Crona,2023-04-21T20:53:20Z,0,Ugz5HCM1T7-9S8KxwuR4AaABAg
s_PI3CBzFmA,Ugz5HCM1T7-9S8KxwuR4AaABAg.9omKM6oFS_v9omPApmJILR,see soon assistance ukraine,DavidSmith,2023-04-21T20:01:46Z,0,Ugz5HCM1T7-9S8KxwuR4AaABAg
s_PI3CBzFmA,Ugz5HCM1T7-9S8KxwuR4AaABAg.9omKM6oFS_v9omP9a-qEAg,ukraine soon become member nato,DavidSmith,2023-04-21T20:01:36Z,0,Ugz5HCM1T7-9S8KxwuR4AaABAg
s_PI3CBzFmA,UgwebZS6GJV2RcfH6-V4AaABAg,ukraine wonderful country deserves victory absolutely unfairly russia stop russian terror,Valery Ferry,2023-04-21T19:18:53Z,0,
s_PI3CBzFmA,UgwebZS6GJV2RcfH6-V4AaABAg.9omKGhGhjJz9omLeIdYp7q,victory ukraine,Bruce Miller,2023-04-21T19:30:59Z,0,UgwebZS6GJV2RcfH6-V4AaABAg
s_PI3CBzFmA,UgwebZS6GJV2RcfH6-V4AaABAg.9omKGhGhjJz9omLdo1Cp0C,russia terrorist country must stopped,Bruce Miller,2023-04-21T19:30:54Z,0,UgwebZS6GJV2RcfH6-V4AaABAg
s_PI3CBzFmA,UgzicoDDMWNCLcvMySx4AaABAg,supporting ukraine far better dealing consequences,Bruce Miller,2023-04-21T19:13:49Z,1,
s_PI3CBzFmA,UgzicoDDMWNCLcvMySx4AaABAg.9omJgXz7OLw9omKKpJXL2h,yes many people dont understand could case putins victory would ww,Valery Ferry,2023-04-21T19:19:27Z,0,UgzicoDDMWNCLcvMySx4AaABAg
s_PI3CBzFmA,Ugwdghhp_9kd8pVQLhF4AaABAg,would like thank nato helping ukraine,Audra Klein,2023-04-21T18:56:31Z,0,
s_PI3CBzFmA,Ugwdghhp_9kd8pVQLhF4AaABAg.9omHhrmf8eb9omLhBVlBNf,god bless ukraine,Bruce Miller,2023-04-21T19:31:22Z,0,Ugwdghhp_9kd8pVQLhF4AaABAg
s_PI3CBzFmA,Ugzeja42hRxt-flMkZR4AaABAg,secretary general came kyiv reason expect new aid package,Erin Walker,2023-04-21T18:39:40Z,0,
s_PI3CBzFmA,Ugzeja42hRxt-flMkZR4AaABAg.9omFmTpQO0X9omLzS2odYR,nato understands importance ukraines victory war,Bruce Miller,2023-04-21T19:33:52Z,0,Ugzeja42hRxt-flMkZR4AaABAg
s_PI3CBzFmA,Ugzeja42hRxt-flMkZR4AaABAg.9omFmTpQO0X9omLyTFKFeG,see soon assistance ukraine,Bruce Miller,2023-04-21T19:33:44Z,0,Ugzeja42hRxt-flMkZR4AaABAg
s_PI3CBzFmA,Ugzeja42hRxt-flMkZR4AaABAg.9omFmTpQO0X9omKPG6aRml,done absolutely right decision despite danger already come ukraine bravo,Valery Ferry,2023-04-21T19:20:03Z,0,Ugzeja42hRxt-flMkZR4AaABAg
s_PI3CBzFmA,Ugwjt29Yssrci3MkAc14AaABAg,ukraine accepted nato alliance factors favor,Erin Walker,2023-04-21T18:39:33Z,0,
s_PI3CBzFmA,Ugwjt29Yssrci3MkAc14AaABAg.9omFlY8g6e19omM28YsTZZ,see soon assistance ukraine,Bruce Miller,2023-04-21T19:34:22Z,0,Ugwjt29Yssrci3MkAc14AaABAg
s_PI3CBzFmA,Ugwjt29Yssrci3MkAc14AaABAg.9omFlY8g6e19omM0wJY5yn,soon ukraine alliance nato,Bruce Miller,2023-04-21T19:34:12Z,0,Ugwjt29Yssrci3MkAc14AaABAg
s_PI3CBzFmA,UgyYGxZZyyPZglT1R1N4AaABAg,slava russia,UK is a 3rd world,2023-04-21T18:35:45Z,0,
s_PI3CBzFmA,UgwHF1QvKInFDIIiHNF4AaABAg,brain wash still strong change screwed giving permission something bigger w,UK is a 3rd world,2023-04-21T18:34:48Z,0,
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg,nato united supporting ukraine wait pushback may,Vanessa Li,2023-04-21T15:54:03Z,0,
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg.9olxpT0yj7A9omM8KFqvvM,see soon assistance ukraine,Bruce Miller,2023-04-21T19:35:13Z,1,Ugw5nq5YWpN5tXr3VfF4AaABAg
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg.9olxpT0yj7A9omM7jwPG7e,everything goes fact ukraine nato,Bruce Miller,2023-04-21T19:35:08Z,1,Ugw5nq5YWpN5tXr3VfF4AaABAg
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg.9olxpT0yj7A9omFo8kT4pF,jerald kozey nato realizes help ukraine russia go much dangerous alliance,Erin Walker,2023-04-21T18:39:53Z,1,Ugw5nq5YWpN5tXr3VfF4AaABAg
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg.9olxpT0yj7A9omFnPNvvJG,nato helping ukraine despite threats kremlin absolutely right decision,Erin Walker,2023-04-21T18:39:47Z,1,Ugw5nq5YWpN5tXr3VfF4AaABAg
s_PI3CBzFmA,Ugw5nq5YWpN5tXr3VfF4AaABAg.9olxpT0yj7A9om27ueanOm,agreed clear nato countries going support ukraine modern weaponry equipment sent ultimatelly help ukrainian army win war,Jerald Kozey,2023-04-21T16:40:24Z,1,Ugw5nq5YWpN5tXr3VfF4AaABAg
LvBlPQjByd4,UgzxjLVwFsvkVYT9xhl4AaABAg,russia go back stop cause war,tt p,2023-03-08T18:33:34Z,1,
LvBlPQjByd4,UgwkorSDaBnJaruadv14AaABAg,every arrival politician logistics also arrive train train means killing arrive ie politicians dam russia destroy convoy deadly cargo thats every western politician deployed one trench front victory inevitable,Grigorov Nikola,2023-02-19T08:24:37Z,0,
LvBlPQjByd4,UgyiRVwX1kz5RNRAqlN4AaABAg,annihilation ukrainian,Ruben Buluran,2023-02-17T23:55:03Z,0,
LvBlPQjByd4,Ugw2nSFiFa4pkcOTExx4AaABAg,russian shouldnt stop attact,Ruben Buluran,2023-02-17T23:43:10Z,0,
LvBlPQjByd4,Ugz2f4A3JPB9pn0OgEd4AaABAg,situation ukraine,Ruben Buluran,2023-02-17T23:42:08Z,0,
LvBlPQjByd4,UgxBJHofjwMYIEUKAod4AaABAg,still hoping pres putin calls madnes,Susan H.,2023-02-17T22:14:10Z,0,
LvBlPQjByd4,Ugx7LpEIo5tGlPi_Cjh4AaABAg,russia innocent problem zelensky,Jean Damascene NSENGIYUMVA,2023-02-17T14:36:25Z,0,
LvBlPQjByd4,Ugyz1W_DGrOzLIxMAe14AaABAg,bs sanctions impacting russias capacity produce ammo weapons jens stoltenberg finally started facing inevitable nato losing proxy war regime change project virtually time sue peace kiev lose odessa,DOG STAR,2023-02-16T06:45:15Z,1,
LvBlPQjByd4,UgzZXnoyYW3BrJ4GFpF4AaABAg,basically russia winning easily weapons etc nothing defend britain,Lizard king clark88,2023-02-16T05:32:03Z,1,
LvBlPQjByd4,UgytzGb7YEQPeU9Kyox4AaABAg,lady blinks way much trying impossible,Juan Daniel Castillo,2023-02-16T03:50:41Z,0,
LvBlPQjByd4,UgxYPavtyJJd-Z-vaYd4AaABAg,im sure going go great russians,raff,2023-02-16T03:16:38Z,1,
LvBlPQjByd4,UgxaGLkcv2E4bwC0_WF4AaABAg,story changed putin running ammunition missiles stellar war economy western dumbasses believe anything western dumbasses goad even bigger dumbass ukraine proxy army without basic calculations scenario planning oh well ukrainians dying western men,Paterleano,2023-02-16T00:50:14Z,1,
LvBlPQjByd4,UgyeGLKNf56v0HMCIrR4AaABAg,like ukraine running weapons,Garbage man,2023-02-15T23:05:57Z,1,
LvBlPQjByd4,Ugze_VPRV1L-wBwz7vR4AaABAg,everyday heard hundreds russian soldiers killed tanks destroyed come russia winning media representatives lying public instead cut rt news feed us lies,tokason umeanozie,2023-02-15T22:18:38Z,1,
LvBlPQjByd4,Ugxv9wPf7ks7bA9z1kp4AaABAg,tide turns beast east waking,Stravaig,2023-02-15T19:41:34Z,1,
